path,sha256,source_type,status,detected_at,source_page,notes
capm.md,d001306686190fc8c65bd5446366b4fdd830c76db38b2a776dbf2181058ac5a8,markdown,organized,2026-06-02T15:47:46+00:00,wiki/sources/capm.md,
